AAPL_x,AAPL_y
2022-03-12,22809.2079464701
2022-03-12,22552.9247111165
2022-03-12,30753.9882424316
2022-03-12,21579.0484167728
2022-03-12,30753.9882424316
2022-03-12,24833.8455057635
2022-03-12,22757.9512993994
2022-03-12,30497.705007078
2022-03-12,41005.3176565754
2022-03-12,25628.3235353597
2022-03-12,22655.4380052579
2022-03-12,25628.3235353597
2022-03-12,25628.3235353597
2022-03-12,17968.0176306407
2022-03-12,26140.8900060668
2022-03-12,22757.9512993994
2022-03-12,24346.9073585917
2022-03-12,37161.0691262715
2022-03-12,24346.9073585917
2022-03-12,22783.5796229347
2022-03-12,20477.0305047524
2022-03-12,40697.7777741511
2022-03-12,38442.4853030395
2022-03-11,23215.9213830669
2022-03-11,22589.1698496657
2022-03-11,25305.0931610706
2022-03-11,23189.8067358418
2022-03-11,23477.0678553173
2022-03-11,22197.45014129
2022-03-11,23163.6920886168
2022-03-11,23503.1825025424
2022-03-11,25331.2078082957
2022-03-11,23242.0360302919
2022-03-11,28726.1119475518
2022-03-11,25331.2078082957
2022-03-11,22980.8895580414
2022-03-11,26114.6472250471
2022-03-11,23242.0360302919
2022-03-11,50923.5620888418
2022-03-11,23242.0360302919
2022-03-11,23764.3289747929
2022-03-11,22197.45014129
2022-03-11,39171.9708375706
2022-03-11,23503.1825025424
2022-03-11,23503.1825025424
2022-03-11,60063.6886176083
2022-03-11,22980.8895580414
2022-03-11,28726.1119475518
2022-03-11,23764.3289747929
2022-03-11,25827.3861055716
2022-03-10,24552.028790793
2022-03-10,40965.5652794099
2022-03-10,23486.9240935284
2022-03-10,35503.489908822
2022-03-10,24579.339167646
2022-03-10,24852.4429361754
2022-03-10,81084.5088763788
2022-03-10,24579.339167646
2022-03-10,28948.9994641164
2022-03-10,27310.37685294
2022-03-10,24579.339167646
2022-03-10,39600.0464367629
2022-03-10,36869.0087514689
2022-03-10,46373.0198962921
2022-03-10,23978.5108768813
2022-03-10,24825.1325593224
2022-03-10,38234.5275941159
2022-03-10,22397.2400570961
2022-03-10,24033.1316305872
2022-03-10,27310.37685294
2022-03-10,29194.7928557928
2022-03-10,25535.2023574989
2022-03-10,49158.6783352919
2022-03-10,24033.1316305872
2022-03-10,25371.3400963812
2022-03-10,24852.4429361754
2022-03-10,24579.339167646
2022-03-10,20632.9897123961
2022-03-10,25671.7542417636
2022-03-10,29413.2758706163
2022-03-10,25398.6504732342
2022-03-10,29741.0003928516
2022-03-10,27310.37685294
2022-03-10,26463.7551704988
2022-03-10,25808.3061260283
2022-03-10,28621.2749418811
2022-03-10,58990.4140023503
2022-03-10,26491.0655473518
2022-03-09,27466.8454615842
2022-03-09,27028.8188454051
2022-03-09,28342.8986939424
2022-03-09,24349.1266052505
2022-03-09,25688.9727253278
2022-03-09,22390.8899682145
2022-03-09,25482.8425530082
2022-03-09,33496.1530019319
2022-03-09,24477.9579629502
2022-03-09,27054.585116945
2022-03-09,24452.1916914103
2022-03-09,25766.2715399476
2022-03-09,25740.5052684077
2022-03-09,24477.9579629502
2022-03-09,24477.9579629502
2022-03-09,23833.8011744516
2022-03-09,25766.2715399476
2022-03-09,25147.8810229889
2022-03-09,24477.9579629502
2022-03-09,20613.0172319581
2022-03-09,23833.8011744516
2022-03-08,44975.8595693739
2022-03-08,21488.4662387009
2022-03-08,24861.6557064039
2022-03-08,26235.9180821348
2022-03-08,23712.2726285199
2022-03-08,24736.7227631557
2022-03-08,23112.5945009283
2022-03-08,34981.224109513
2022-03-08,22487.929784687
2022-03-08,23487.393330673
2022-03-08,23237.5274441765
2022-03-08,23237.5274441765
2022-03-08,26235.9180821348
2022-03-08,29484.1746065896
2022-03-08,22987.66155768
2022-03-08,23487.393330673
2022-03-08,22487.929784687
2022-03-08,22737.7956711835
2022-03-08,24411.8971107102
2022-03-08,22737.7956711835
2022-03-08,0.024986588649652
2022-03-08,23237.5274441765
2022-03-08,23212.5408555269
2022-03-08,41227.8712719261
2022-03-08,46225.1890018565
2022-03-08,16990.8802817635
2022-03-08,40478.2736124365
2022-03-08,29983.9063795826
2022-03-08,23737.2592171696
2022-03-08,22487.929784687
2022-03-08,23737.2592171696
2022-03-07,35814.4798768238
2022-03-07,23536.9108412586
2022-03-07,29421.1385515732
2022-03-07,23511.3272425181
2022-03-07,24304.4188034735
2022-03-07,23025.2388664486
2022-03-07,22999.6552677081
2022-03-07,23025.2388664486
2022-03-07,24304.4188034735
2022-03-07,23792.7468286636
2022-03-07,23534.3524813845
2022-03-07,24304.4188034735
2022-03-07,25302.179154353
2022-03-07,21973.7529582141
2022-03-07,22001.8949168287
2022-03-07,28141.9586145483
2022-03-07,28141.9586145483
2022-03-07,25583.5987404985
2022-03-07,25583.5987404985
2022-03-07,28909.4665767633
2022-03-07,23536.9108412586
2022-03-07,23536.9108412586
2022-03-07,23025.2388664486
2022-03-07,23792.7468286636
2022-03-07,25276.5955556125
2022-03-07,33258.678362648
2022-03-07,23792.7468286636
2022-03-07,25046.343166948
2022-03-07,23025.2388664486
2022-03-07,26606.9426901184
2022-03-07,43492.1178588474
2022-03-07,25583.5987404985
2022-03-07,25583.5987404985
2022-03-07,26862.7786775234
2022-03-07,25583.5987404985
2022-03-07,35510.0350518119
2022-03-07,28090.7914170673
2022-03-07,25071.9267656885
2022-03-07,24816.0907782835
2022-03-07,25583.5987404985
2022-03-07,44515.4618084673
2022-03-07,35740.2874404764
2022-03-07,25583.5987404985
2022-03-07,25327.7627530935
2022-03-07,25583.5987404985
2022-03-07,24816.0907782835
2022-03-07,27630.2866397383
2022-03-07,25554.9451099091
2022-03-07,23025.2388664486
2022-03-07,30700.3184885982
2022-03-07,22257.7309042337
2022-03-07,24560.2547908785
2022-03-07,30700.3184885982
2022-03-07,48608.8376069471
2022-03-06,32024.4717438824
2022-03-06,29355.7657652256
2022-03-06,37361.8837011962
2022-03-06,31917.7235047362
2022-03-06,28555.1539716285
2022-03-06,32024.4717438824
2022-03-06,22295.1703574931
2022-03-06,29329.078705439
2022-03-06,29355.7657652256
2022-03-06,27754.5421780314
2022-03-06,29355.4988946277
2022-03-06,28501.7798520554
2022-03-06,39710.3449624142
2022-03-06,27821.2598274979
2022-03-06,40030.589679853
2022-03-06,29302.3916456524
2022-03-06,53374.1195731374
2022-03-06,36534.5848478125
2022-03-06,27621.1068790986
2022-03-06,37361.8837011962
2022-03-06,48036.7076158237
2022-03-06,30663.4316947674
2022-03-06,27194.1139225135
2022-03-06,27487.6715801658
2022-03-06,27754.5421780314
2022-03-06,34426.3071246736
2022-03-05,4845.80885462381
2022-03-05,1964.51710322587
2022-03-05,26167.3678149685
2022-03-05,31432.2736516139
2022-03-05,28000.9171113127
2022-03-05,26193.5613763449
2022-03-05,30096.4020214203
2022-03-05,28812.9175139794
2022-03-05,31432.2736516139
2022-03-05,20797.6877328178
2022-03-05,31432.2736516139
2022-03-05,31432.2736516139
2022-03-05,24883.8833075276
2022-03-05,43219.3762709691
2022-03-05,26717.4326038718
2022-03-05,28000.6551756989
2022-03-05,26479.0711953471
2022-03-05,68103.2595784967
2022-03-05,31956.1448791408
2022-03-05,27110.336024517
2022-03-05,26193.5613763449
2022-03-05,38976.0193280012
2022-03-05,28812.9175139794
2022-03-05,36278.0825062377
2022-03-05,32741.9517204311
2022-03-05,32741.9517204311
2022-03-04,28652.7539996656
2022-03-04,28794.5993164957
2022-03-04,28936.4446333257
2022-03-04,42553.5950490084
2022-03-04,29759.1474709398
2022-03-04,30638.588435286
2022-03-04,56738.1267320112
2022-03-04,28936.4446333257
2022-03-04,30837.1718788481
2022-03-04,28791.7624101591
2022-03-04,32624.4228709064
2022-03-04,29759.1474709398
2022-03-04,36879.7823758072
2022-03-04,29418.7187105478
2022-03-04,29759.1474709398
2022-03-04,30071.2071679659
2022-03-04,32596.0538075404
2022-03-04,42553.5950490084
2022-03-04,28369.0633660056
2022-03-04,28369.0633660056
2022-03-04,42553.5950490084
2022-03-04,34042.8760392067
2022-03-04,28369.0633660056
2022-03-04,33759.1854055466
2022-03-04,31205.9697026061
2022-03-04,30638.588435286
2022-03-04,28369.0633660056
2022-03-04,33305.2803916905
2022-03-04,36312.4011084871
2022-03-04,31205.9697026061
2022-03-04,52482.7672271103
2022-03-04,28369.0633660056
2022-03-04,42553.5950490084
2022-03-04,45390.5013856089
2022-03-04,28369.0633660056
2022-03-04,31205.9697026061
2022-03-04,28369.0633660056
2022-03-04,28227.2180491755
2022-03-04,31205.9697026061
2022-03-04,53021.7794310644
2022-03-04,28369.0633660056
2022-03-04,26383.2289303852
2022-03-04,31518.0293996322
2022-03-04,25815.8476630651
2022-03-04,35461.329207507
2022-03-04,25532.157029405
2022-03-04,26638.5505006792
2022-03-04,26638.5505006792
2022-03-04,24964.7757620849
2022-03-04,24113.7038611047
2022-03-04,33759.1854055466
2022-03-04,29415.8818042112
2022-03-04,25532.157029405
2022-03-04,24113.7038611047
2022-03-04,26666.9195640452
2022-03-04,56738.1267320112
2022-03-04,25844.2167264311
2022-03-04,24397.3944947648
2022-03-04,48227.4077222095
2022-03-04,39347.8908886497
2022-03-04,24113.7038611047
2022-03-04,31205.9697026061
2022-03-04,24085.3347977387
2022-03-04,42553.5950490084
2022-03-04,25503.787966039
2022-03-04,24113.7038611047
2022-03-04,45957.882652929
2022-03-04,42553.5950490084
2022-03-04,24113.7038611047
2022-03-04,24113.7038611047
2022-03-04,32766.2681877364
2022-03-04,36879.7823758072
2022-03-04,28227.2180491755
2022-03-04,24113.7038611047
2022-03-04,28624.3849362996
2022-03-04,24113.7038611047
2022-03-04,36879.7823758072
2022-03-04,25248.466395745
2022-03-04,25191.728269013
2022-03-04,23830.0132274447
2022-03-04,24964.7757620849
2022-03-04,25532.157029405
2022-03-04,25216.8317379737
2022-03-04,28369.0633660056
2022-03-04,269506.101977053
2022-03-04,24113.7038611047
2022-03-04,24113.7038611047
2022-03-04,24113.7038611047
2022-03-04,25532.157029405
2022-03-04,33163.4350748605
2022-03-04,26950.6101977053
2022-03-04,23546.3225937846
2022-03-04,98412.2808166733
2022-03-04,24113.7038611047
2022-03-04,25532.157029405
2022-03-04,36879.7823758072
2022-03-04,25532.157029405
2022-03-04,23830.0132274447
2022-03-04,23830.0132274447
2022-03-04,59575.0330686117
2022-03-04,24113.7038611047
2022-03-04,28369.0633660056
2022-03-04,22695.2506928045
2022-03-04,51064.31405881
2022-03-03,24807.8525208061
2022-03-03,36325.7840483232
2022-03-03,24804.8992050298
2022-03-03,24807.2618576508
2022-03-03,95982.7627293093
2022-03-03,25103.1840984347
2022-03-03,24807.8525208061
2022-03-03,28056.4998747212
2022-03-03,25103.1840984347
2022-03-03,24807.8525208061
2022-03-03,29533.1577628644
2022-03-03,24509.5676274012
2022-03-03,50206.3681968695
2022-03-03,33963.1314272941
2022-03-03,23626.5262102915
2022-03-03,64972.9470783017
2022-03-03,25103.1840984347
2022-03-03,27170.5051418353
2022-03-03,25841.5130425064
2022-03-03,59066.3155257288
2022-03-03,25073.6509406719
2022-03-03,24955.5183096204
2022-03-03,25103.1840984347
2022-03-03,25103.1840984347
2022-03-03,25841.5130425064
2022-03-03,67010.7349639394
2022-03-03,25959.6456735578
2022-03-03,25398.5156760634
2022-03-03,31009.8156510076
2022-03-03,26550.3088288151
2022-03-03,31009.8156510076
2022-03-03,30153.3540758846
2022-03-03,30123.8209181217
2022-03-03,28794.8288187928
2022-03-03,27465.8367194639
2022-03-03,27170.5051418353
2022-03-03,41346.4208680102
2022-03-03,28351.8314523498
2022-03-03,38393.1050917237
2022-03-03,27465.8367194639
2022-03-03,29533.1577628644
2022-03-03,34701.4603713657
2022-03-03,30793.9282677611
2022-03-03,29533.1577628644
2022-03-03,35439.7893154373
2022-03-03,44299.7366442966
2022-03-03,26845.6404064437
2022-03-03,29533.1577628644
2022-03-03,44299.7366442966
2022-03-03,29533.1577628644
2022-03-03,49911.0366192409
2022-03-03,27465.8367194639
2022-03-03,32781.8051167795
2022-03-03,27465.8367194639
2022-03-03,30094.2877603588
2022-03-03,52864.3523955273
2022-03-03,25989.1788313207
2022-03-03,26875.1735642066
2022-03-03,38023.9406196879
2022-03-03,29533.1577628644
2022-03-03,31895.8103838936
2022-03-03,26579.841986578
2022-03-03,53159.6839731559
2022-03-03,29533.1577628644
2022-03-03,29503.6246051015
